index,minute,mv
2574,4.29,37,
2575,4.2917,37,
2576,4.2933,37,
2577,4.295,35,
2578,4.2967,35,
2579,4.2983,34,
2580,4.3,34,
2581,4.3017,33,
2582,4.3033,33,
2583,4.305,32,
2584,4.3067,32,
2585,4.3083,31,
2586,4.31,30,
2587,4.3117,30,
2588,4.3133,29,
2589,4.315,29,
2590,4.3167,28,
2591,4.3183,28,
2592,4.32,27,
2593,4.3217,27,
2594,4.3233,26,
2595,4.325,26,
2596,4.3267,25,
2597,4.3283,24,
2598,4.33,24,
2599,4.3317,23,
2600,4.3333,23,
2601,4.335,22,
2602,4.3367,22,
2603,4.3383,21,
2604,4.34,21,
2605,4.3417,20,
2606,4.3433,21,
2607,4.345,19,
2608,4.3467,20,
2609,4.3483,18,
2610,4.35,19,
2611,4.3517,18,
2612,4.3533,17,
2613,4.355,18,
2614,4.3567,17,
2615,4.3583,16,
2616,4.36,17,
2617,4.3617,15,
2618,4.3633,16,
2619,4.365,16,
2620,4.3667,16,
2621,4.3683,15,
2622,4.37,15,
2623,4.3717,16,
2624,4.3733,14,
2625,4.375,14,
2626,4.3767,14,
2627,4.3783,13,
2628,4.38,13,
2629,4.3817,14,
2630,4.3833,12,
2631,4.385,13,
2632,4.3867,13,
2633,4.3883,12,
2634,4.39,11,
2635,4.3917,12,
2636,4.3933,12,
2637,4.395,11,
2638,4.3967,11,
2639,4.3983,11,
2640,4.4,11,
2641,4.4017,11,
2642,4.4033,10,
2643,4.405,10,
2644,4.4067,10,
2645,4.4083,11,
2646,4.41,9,
2647,4.4117,10,
2648,4.4133,10,
2649,4.415,9,
2650,4.4167,10,
2651,4.4183,9,
2652,4.42,10,
2653,4.4217,9,
2654,4.4233,10,
2655,4.425,10,
2656,4.4267,9,
2657,4.4283,10,
2658,4.43,10,
2659,4.4317,9,
2660,4.4333,10,
2661,4.435,9,
2662,4.4367,10,
2663,4.4383,10,
2664,4.44,10,
2665,4.4417,11,
2666,4.4433,10,
2667,4.445,11,
2668,4.4467,10,
2669,4.4483,11,
2670,4.45,10,
2671,4.4517,12,
2672,4.4533,11,
2673,4.455,12,
2674,4.4567,12,
2675,4.4583,12,
2676,4.46,12,
2677,4.4617,13,
2678,4.4633,14,
2679,4.465,13,
2680,4.4667,14,
2681,4.4683,15,
2682,4.47,15,
2683,4.4717,15,
2684,4.4733,16,
2685,4.475,17,
2686,4.4767,18,
2687,4.4783,18,
2688,4.48,18,
2689,4.4817,20,
2690,4.4833,20,
2691,4.485,21,
2692,4.4867,21,
2693,4.4883,23,
2694,4.49,23,
2695,4.4917,25,
2696,4.4933,25,
2697,4.495,26,
2698,4.4967,27,
2699,4.4983,28,
2700,4.5,29,
2701,4.5017,31,
2702,4.5033,31,
2703,4.505,34,
2704,4.5067,34,
2705,4.5083,36,
2706,4.51,37,
2707,4.5117,38,
2708,4.5133,40,
2709,4.515,42,
2710,4.5167,43,
2711,4.5183,44,
2712,4.52,45,
2713,4.5217,48,
2714,4.5233,49,
2715,4.525,51,
2716,4.5267,52,
2717,4.5283,55,
2718,4.53,56,
2719,4.5317,59,
2720,4.5333,60,
2721,4.535,63,
2722,4.5367,65,
2723,4.5383,68,
2724,4.54,70,
2725,4.5417,72,
2726,4.5433,75,
2727,4.545,77,
2728,4.5467,80,
2729,4.5483,83,
2730,4.55,85,
2731,4.5517,88,
2732,4.5533,92,
2733,4.555,94,
2734,4.5567,98,
2735,4.5583,101,
2736,4.56,104,
2737,4.5617,107,
2738,4.5633,110,
2739,4.565,113,
2740,4.5667,117,
2741,4.5683,120,
2742,4.57,125,
2743,4.5717,128,
2744,4.5733,133,
2745,4.575,137,
2746,4.5767,140,
2747,4.5783,145,
2748,4.58,148,
2749,4.5817,154,
2750,4.5833,157,
2751,4.585,163,
2752,4.5867,167,
2753,4.5883,171,
2754,4.59,176,
2755,4.5917,180,
2756,4.5933,186,
2757,4.595,191,
2758,4.5967,196,
2759,4.5983,202,
2760,4.6,207,
2761,4.6017,212,
2762,4.6033,218,
2763,4.605,224,
2764,4.6067,230,
2765,4.6083,236,
2766,4.61,241,
2767,4.6117,247,
2768,4.6133,254,
2769,4.615,260,
2770,4.6167,266,
2771,4.6183,272,
2772,4.62,279,
2773,4.6217,286,
2774,4.6233,292,
2775,4.625,299,
2776,4.6267,306,
2777,4.6283,313,
2778,4.63,320,
2779,4.6317,327,
2780,4.6333,335,
2781,4.635,342,
2782,4.6367,349,
2783,4.6383,356,
2784,4.64,365,
2785,4.6417,372,
2786,4.6433,380,
2787,4.645,387,
2788,4.6467,396,
2789,4.6483,403,
2790,4.65,412,
2791,4.6517,420,
2792,4.6533,427,
2793,4.655,436,
2794,4.6567,445,
2795,4.6583,453,
2796,4.66,461,
2797,4.6617,471,
2798,4.6633,478,
2799,4.665,487,
2800,4.6667,495,
2801,4.6683,505,
2802,4.67,513,
2803,4.6717,522,
2804,4.6733,532,
2805,4.675,540,
2806,4.6767,549,
2807,4.6783,559,
2808,4.68,567,
2809,4.6817,576,
2810,4.6833,585,
2811,4.685,594,
2812,4.6867,603,
2813,4.6883,612,
2814,4.69,621,
2815,4.6917,631,
2816,4.6933,641,
2817,4.695,649,
2818,4.6967,658,
2819,4.6983,668,
2820,4.7,676,
2821,4.7017,686,
2822,4.7033,695,
2823,4.705,705,
2824,4.7067,713,
2825,4.7083,723,
2826,4.71,731,
2827,4.7117,741,
2828,4.7133,750,
2829,4.715,758,
2830,4.7167,768,
2831,4.7183,777,
2832,4.72,786,
2833,4.7217,795,
2834,4.7233,804,
2835,4.725,813,
2836,4.7267,821,
2837,4.7283,830,
2838,4.73,838,
2839,4.7317,847,
2840,4.7333,856,
2841,4.735,863,
2842,4.7367,872,
2843,4.7383,880,
2844,4.74,888,
2845,4.7417,896,
2846,4.7433,903,
2847,4.745,912,
2848,4.7467,919,
2849,4.7483,927,
2850,4.75,935,
2851,4.7517,941,
2852,4.7533,949,
2853,4.755,957,
2854,4.7567,963,
2855,4.7583,970,
2856,4.76,978,
2857,4.7617,984,
2858,4.7633,991,
2859,4.765,997,
2860,4.7667,1003,
2861,4.7683,1008,
2862,4.77,1015,
2863,4.7717,1021,
2864,4.7733,1028,
2865,4.775,1033,
2866,4.7767,1038,
2867,4.7783,1044,
2868,4.78,1049,
2869,4.7817,1054,
2870,4.7833,1058,
2871,4.785,1063,
2872,4.7867,1068,
2873,4.7883,1072,
2874,4.79,1077,
2875,4.7917,1080,
2876,4.7933,1084,
2877,4.795,1088,
2878,4.7967,1092,
2879,4.7983,1095,
2880,4.8,1098,
2881,4.8017,1101,
2882,4.8033,1104,
2883,4.805,1107,
2884,4.8067,1110,
2885,4.8083,1112,
2886,4.81,1115,
2887,4.8117,1116,
2888,4.8133,1118,
2889,4.815,1120,
2890,4.8167,1122,
2891,4.8183,1123,
2892,4.82,1124,
2893,4.8217,1125,
2894,4.8233,1126,
2895,4.825,1127,
2896,4.8267,1128,
2897,4.8283,1128,
2898,4.83,1128,
2899,4.8317,1128,
2900,4.8333,1128,
2901,4.835,1128,
2902,4.8367,1127,
2903,4.8383,1126,
2904,4.84,1125,
2905,4.8417,1124,
2906,4.8433,1122,
2907,4.845,1122,
2908,4.8467,1120,
2909,4.8483,1118,
2910,4.85,1117,
2911,4.8517,1115,
2912,4.8533,1112,
2913,4.855,1111,
2914,4.8567,1108,
2915,4.8583,1105,
2916,4.86,1103,
2917,4.8617,1100,
2918,4.8633,1097,
2919,4.865,1094,
2920,4.8667,1090,
2921,4.8683,1087,
2922,4.87,1083,
2923,4.8717,1080,
2924,4.8733,1076,
2925,4.875,1073,
2926,4.8767,1068,
2927,4.8783,1064,
2928,4.88,1060,
2929,4.8817,1055,
2930,4.8833,1050,
2931,4.885,1045,
2932,4.8867,1041,
2933,4.8883,1036,
2934,4.89,1031,
2935,4.8917,1026,
2936,4.8933,1021,
2937,4.895,1016,
2938,4.8967,1010,
2939,4.8983,1004,
2940,4.9,999,
2941,4.9017,993,
2942,4.9033,987,
2943,4.905,981,
2944,4.9067,976,
2945,4.9083,969,
2946,4.91,963,
2947,4.9117,957,
2948,4.9133,951,
2949,4.915,944,
2950,4.9167,938,
2951,4.9183,931,
2952,4.92,925,
2953,4.9217,918,
2954,4.9233,911,
2955,4.925,904,
2956,4.9267,898,
2957,4.9283,890,
2958,4.93,884,
2959,4.9317,877,
2960,4.9333,870,
2961,4.935,863,
2962,4.9367,856,
2963,4.9383,848,
2964,4.94,842,
2965,4.9417,835,
2966,4.9433,828,
2967,4.945,820,
2968,4.9467,813,
2969,4.9483,806,
2970,4.95,798,
2971,4.9517,791,
2972,4.9533,785,
2973,4.955,777,
2974,4.9567,770,
2975,4.9583,763,
2976,4.96,755,
2977,4.9617,748,
2978,4.9633,741,
2979,4.965,733,
2980,4.9667,725,
2981,4.9683,718,
2982,4.97,710,
2983,4.9717,704,
2984,4.9733,696,
2985,4.975,689,
2986,4.9767,682,
2987,4.9783,675,
2988,4.98,667,
2989,4.9817,660,
2990,4.9833,652,
2991,4.985,646,
2992,4.9867,639,
2993,4.9883,631,
2994,4.99,625,
2995,4.9917,618,
2996,4.9933,609,
2997,4.995,604,
2998,4.9967,596,
2999,4.9983,589,
3000,5,583,
3001,5.0017,576,
3002,5.0033,568,
3003,5.005,561,
3004,5.0067,555,
3005,5.0083,548,
3006,5.01,542,
3007,5.0117,535,
3008,5.0133,528,
3009,5.015,521,
3010,5.0167,515,
3011,5.0183,509,
3012,5.02,502,
3013,5.0217,496,
3014,5.0233,490,
3015,5.025,483,
3016,5.0267,478,
3017,5.0283,470,
3018,5.03,465,
3019,5.0317,459,
3020,5.0333,453,
3021,5.035,447,
3022,5.0367,440,
3023,5.0383,435,
3024,5.04,429,
3025,5.0417,424,
3026,5.0433,418,
3027,5.045,411,
3028,5.0467,406,
3029,5.0483,401,
3030,5.05,395,
3031,5.0517,390,
3032,5.0533,385,
3033,5.055,379,
3034,5.0567,374,
3035,5.0583,368,
3036,5.06,363,
3037,5.0617,358,
3038,5.0633,353,
3039,5.065,348,
3040,5.0667,342,
3041,5.0683,338,
3042,5.07,333,
3043,5.0717,328,
3044,5.0733,323,
3045,5.075,319,
3046,5.0767,314,
3047,5.0783,310,
3048,5.08,305,
3049,5.0817,301,
3050,5.0833,296,
3051,5.085,292,
3052,5.0867,288,
3053,5.0883,283,
3054,5.09,279,
3055,5.0917,275,
3056,5.0933,271,
3057,5.095,266,
3058,5.0967,263,
3059,5.0983,258,
3060,5.1,255,
3061,5.1017,250,
3062,5.1033,247,
3063,5.105,243,
3064,5.1067,239,
3065,5.1083,236,
3066,5.11,233,
3067,5.1117,228,
3068,5.1133,225,
3069,5.115,221,
3070,5.1167,218,
3071,5.1183,215,
3072,5.12,212,
3073,5.1217,209,
3074,5.1233,204,
3075,5.125,202,
3076,5.1267,198,
3077,5.1283,195,
3078,5.13,193,
3079,5.1317,189,
3080,5.1333,186,
3081,5.135,184,
3082,5.1367,181,
3083,5.1383,177,
3084,5.14,174,
3085,5.1417,173,
3086,5.1433,170,
3087,5.145,166,
3088,5.1467,164,
3089,5.1483,161,
3090,5.15,159,
3091,5.1517,157,
3092,5.1533,154,
3093,5.155,151,
3094,5.1567,149,
3095,5.1583,146,
3096,5.16,145,
3097,5.1617,142,
3098,5.1633,140,
3099,5.165,137,
3100,5.1667,136,
3101,5.1683,133,
3102,5.17,130,
3103,5.1717,129,
3104,5.1733,126,
3105,5.175,124,
3106,5.1767,123,
3107,5.1783,120,
3108,5.18,118,
3109,5.1817,116,
3110,5.1833,115,
3111,5.185,112,
3112,5.1867,110,
3113,5.1883,110,
3114,5.19,107,
3115,5.1917,106,
3116,5.1933,103,
3117,5.195,103,
3118,5.1967,100,
3119,5.1983,99,
3120,5.2,97,
3121,5.2017,94,
3122,5.2033,94,
3123,5.205,92,
3124,5.2067,92,
3125,5.2083,89,
3126,5.21,88,
3127,5.2117,87,
3128,5.2133,85,
3129,5.215,84,
3130,5.2167,82,
3131,5.2183,81,
3132,5.22,79,
3133,5.2217,77,
3134,5.2233,76,
3135,5.225,75,
3136,5.2267,74,
3137,5.2283,73,
3138,5.23,71,
3139,5.2317,71,
3140,5.2333,69,
3141,5.235,68,
3142,5.2367,67,
3143,5.2383,66,
3144,5.24,64,
3145,5.2417,64,
3146,5.2433,62,
3147,5.245,61,
3148,5.2467,61,
3149,5.2483,59,
3150,5.25,58,
3151,5.2517,58,
3152,5.2533,56,
3153,5.255,55,
3154,5.2567,54,
3155,5.2583,53,
3156,5.26,52,
3157,5.2617,51,
3158,5.2633,50,
3159,5.265,49,
3160,5.2667,49,
3161,5.2683,48,
3162,5.27,47,
3163,5.2717,46,
3164,5.2733,46,
3165,5.275,45,
3166,5.2767,44,
3167,5.2783,44,
3168,5.28,42,
3169,5.2817,42,
3170,5.2833,41,
3171,5.285,40,
3172,5.2867,40,
3173,5.2883,38,
3174,5.29,38,
3175,5.2917,37,
3176,5.2933,37,
3177,5.295,35,
3178,5.2967,35,
3179,5.2983,35,
3180,5.3,33,
3181,5.3017,33,
3182,5.3033,33,
3183,5.305,32,
3184,5.3067,31,
3185,5.3083,30,
3186,5.31,31,
3187,5.3117,29,
3188,5.3133,29,
3189,5.315,29,
3190,5.3167,28,
3191,5.3183,27,
3192,5.32,28,
3193,5.3217,26,
3194,5.3233,27,
3195,5.325,25,
3196,5.3267,25,
3197,5.3283,24,
3198,5.33,25,
3199,5.3317,23,
3200,5.3333,23,
3201,5.335,23,
3202,5.3367,22,
3203,5.3383,21,
3204,5.34,21,
3205,5.3417,21,
3206,5.3433,20,
3207,5.345,20,
3208,5.3467,19,
3209,5.3483,19,
3210,5.35,18,
3211,5.3517,18,
3212,5.3533,18,
3213,5.355,17,
3214,5.3567,17,
3215,5.3583,16,
3216,5.36,17,
3217,5.3617,16,
3218,5.3633,15,
3219,5.365,16,
3220,5.3667,15,
3221,5.3683,15,
3222,5.37,14,
3223,5.3717,15,
3224,5.3733,14,
3225,5.375,14,
3226,5.3767,13,
3227,5.3783,13,
3228,5.38,12,
3229,5.3817,13,
3230,5.3833,12,
3231,5.385,11,
3232,5.3867,11,
3233,5.3883,12,
3234,5.39,10,
3235,5.3917,11,
3236,5.3933,10,
3237,5.395,10,
3238,5.3967,9,
3239,5.3983,10,
3240,5.4,9,
3241,5.4017,8,
3242,5.4033,9,
3243,5.405,8,
3244,5.4067,8,
3245,5.4083,8,
3246,5.41,7,
3247,5.4117,8,
3248,5.4133,7,
3249,5.415,6,
3250,5.4167,7,
3251,5.4183,5,
3252,5.42,6,
3253,5.4217,5,
3254,5.4233,5,
3255,5.425,5,
3256,5.4267,4,
3257,5.4283,4,
3258,5.43,5,
3259,5.4317,4,
3260,5.4333,4,
3261,5.435,4,
3262,5.4367,3,
3263,5.4383,4,
3264,5.44,3,
3265,5.4417,3,
3266,5.4433,2,
3267,5.445,3,
3268,5.4467,2,
3269,5.4483,2,
3270,5.45,2,
3271,5.4517,2,
3272,5.4533,2,
3273,5.455,2,
3274,5.4567,2,
3275,5.4583,2,
3276,5.46,1,
3277,5.4617,1,
3278,5.4633,1,
3279,5.465,1,
3280,5.4667,1,
3281,5.4683,0,
3282,5.47,1,
3283,5.4717,1,
3284,5.4733,0,
3285,5.475,-1,
3286,5.4767,0,
3287,5.4783,-1,
3288,5.48,-1,
3289,5.4817,-1,
3290,5.4833,-2,
3291,5.485,0,
3292,5.4867,-1,
3293,5.4883,0,
3294,5.49,-1,
3295,5.4917,-1,
3296,5.4933,-2,
3297,5.495,-1,
3298,5.4967,-2,
3299,5.4983,-1,
3300,5.5,-2,
3301,5.5017,-2,
3302,5.5033,-2,
3303,5.505,-2,
3304,5.5067,-2,
3305,5.5083,-3,
3306,5.51,-2,
3307,5.5117,-2,
3308,5.5133,-3,
3309,5.515,-3,
3310,5.5167,-3,
3311,5.5183,-3,
3312,5.52,-1,
3313,5.5217,-1,
3314,5.5233,-1,
3315,5.525,-1,
3316,5.5267,0,
3317,5.5283,-1,
3318,5.53,-1,
3319,5.5317,-1,
3320,5.5333,-2,
3321,5.535,-1,
3322,5.5367,-3,
3323,5.5383,-4,
3324,5.54,-5,
3325,5.5417,-6,
3326,5.5433,-7,
3327,5.545,-7,
3328,5.5467,-6,
3329,5.5483,-7,
3330,5.55,-8,
3331,5.5517,-7,
3332,5.5533,-8,
3333,5.555,-7,
3334,5.5567,-8,
3335,5.5583,-8,
3336,5.56,-9,
3337,5.5617,-8,
3338,5.5633,-8,
3339,5.565,-8,
3340,5.5667,-8,
3341,5.5683,-9,
3342,5.57,-9,
3343,5.5717,-9,
3344,5.5733,-9,
3345,5.575,-9,
3346,5.5767,-9,
3347,5.5783,-9,
3348,5.58,-10,
3349,5.5817,-9,
3350,5.5833,-9,
3351,5.585,-9,
3352,5.5867,-9,
3353,5.5883,-9,
3354,5.59,-8,
3355,5.5917,-9,
3356,5.5933,-8,
3357,5.595,-9,
3358,5.5967,-9,
3359,5.5983,-10,
3360,5.6,-9,
3361,5.6017,-9,
3362,5.6033,-10,
3363,5.605,-9,
3364,5.6067,-9,
3365,5.6083,-10,
3366,5.61,-10,
3367,5.6117,-9,
3368,5.6133,-10,
3369,5.615,-9,
3370,5.6167,-10,
3371,5.6183,-10,
3372,5.62,-9,
3373,5.6217,-9,
3374,5.6233,-9,
3375,5.625,-9,
3376,5.6267,-9,
3377,5.6283,-9,
3378,5.63,-9,
3379,5.6317,-10,
3380,5.6333,-10,
3381,5.635,-9,
3382,5.6367,-10,
3383,5.6383,-11,
3384,5.64,-9,
3385,5.6417,-11,
3386,5.6433,-10,
3387,5.645,-10,
3388,5.6467,-9,
3389,5.6483,-10,
3390,5.65,-9,
3391,5.6517,-10,
3392,5.6533,-9,
3393,5.655,-10,
3394,5.6567,-9,
3395,5.6583,-10,
3396,5.66,-10,
3397,5.6617,-9,
3398,5.6633,-10,
3399,5.665,-11,
3400,5.6667,-10,
3401,5.6683,-11,
3402,5.67,-9,
3403,5.6717,-11,
3404,5.6733,-9,
3405,5.675,-10,
3406,5.6767,-10,
3407,5.6783,-10,
3408,5.68,-10,
3409,5.6817,-9,
3410,5.6833,-10,
3411,5.685,-10,
3412,5.6867,-10,
3413,5.6883,-10,
3414,5.69,-9,
3415,5.6917,-10,
3416,5.6933,-10,
3417,5.695,-10,
3418,5.6967,-10,
3419,5.6983,-11,
3420,5.7,-10,
3421,5.7017,-10,
3422,5.7033,-11,
3423,5.705,-11,
3424,5.7067,-11,
3425,5.7083,-11,
3426,5.71,-11,
3427,5.7117,-11,
3428,5.7133,-10,
3429,5.715,-11,
3430,5.7167,-11,
3431,5.7183,-11,
3432,5.72,-11,
3433,5.7217,-11,
3434,5.7233,-10,
3435,5.725,-11,
3436,5.7267,-12,
3437,5.7283,-11,
3438,5.73,-11,
3439,5.7317,-11,
3440,5.7333,-11,
3441,5.735,-11,
3442,5.7367,-11,
3443,5.7383,-11,
3444,5.74,-10,
3445,5.7417,-11,
3446,5.7433,-11,
3447,5.745,-11,
3448,5.7467,-11,
3449,5.7483,-11,
3450,5.75,-11,
3451,5.7517,-11,
3452,5.7533,-11,
3453,5.755,-11,
3454,5.7567,-11,
3455,5.7583,-12,
3456,5.76,-11,
3457,5.7617,-11,
3458,5.7633,-12,
3459,5.765,-11,
3460,5.7667,-11,
3461,5.7683,-11,
3462,5.77,-12,
3463,5.7717,-11,
3464,5.7733,-11,
3465,5.775,-11,
3466,5.7767,-11,
3467,5.7783,-12,
3468,5.78,-11,
3469,5.7817,-12,
3470,5.7833,-11,
3471,5.785,-12,
3472,5.7867,-11,
3473,5.7883,-12,
3474,5.79,-11,
3475,5.7917,-12,
3476,5.7933,-12,
3477,5.795,-11,
3478,5.7967,-12,
3479,5.7983,-12,
3480,5.8,-11,
3481,5.8017,-12,
3482,5.8033,-12,
3483,5.805,-11,
3484,5.8067,-12,
3485,5.8083,-11,
3486,5.81,-12,
3487,5.8117,-12,
3488,5.8133,-12,
3489,5.815,-11,
3490,5.8167,-12,
3491,5.8183,-12,
3492,5.82,-11,
3493,5.8217,-13,
3494,5.8233,-12,
3495,5.825,-12,
3496,5.8267,-12,
3497,5.8283,-12,
3498,5.83,-13,
3499,5.8317,-12,
3500,5.8333,-13,
3501,5.835,-12,
3502,5.8367,-12,
3503,5.8383,-13,
3504,5.84,-12,
3505,5.8417,-12,
3506,5.8433,-12,
3507,5.845,-12,
3508,5.8467,-12,
3509,5.8483,-12,
3510,5.85,-13,
3511,5.8517,-12,
3512,5.8533,-12,
3513,5.855,-12,
3514,5.8567,-13,
3515,5.8583,-12,
3516,5.86,-13,
3517,5.8617,-12,
3518,5.8633,-13,
3519,5.865,-13,
3520,5.8667,-12,
3521,5.8683,-13,
3522,5.87,-12,
3523,5.8717,-13,
3524,5.8733,-12,
3525,5.875,-13,
3526,5.8767,-13,
3527,5.8783,-12,
3528,5.88,-13,
3529,5.8817,-12,
3530,5.8833,-13,
3531,5.885,-13,
3532,5.8867,-12,
3533,5.8883,-13,
3534,5.89,-13,
3535,5.8917,-13,
3536,5.8933,-12,
3537,5.895,-14,
3538,5.8967,-13,
3539,5.8983,-13,
3540,5.9,-13,
3541,5.9017,-13,
3542,5.9033,-12,
3543,5.905,-13,
3544,5.9067,-13,
3545,5.9083,-13,
3546,5.91,-12,
3547,5.9117,-13,
3548,5.9133,-13,
3549,5.915,-13,
3550,5.9167,-12,
3551,5.9183,-13,
3552,5.92,-14,
3553,5.9217,-13,
3554,5.9233,-13,
3555,5.925,-13,
3556,5.9267,-14,
3557,5.9283,-13,
3558,5.93,-13,
3559,5.9317,-13,
3560,5.9333,-13,
3561,5.935,-13,
3562,5.9367,-13,
3563,5.9383,-13,
3564,5.94,-13,
3565,5.9417,-13,
3566,5.9433,-13,
3567,5.945,-13,
3568,5.9467,-14,
3569,5.9483,-13,
3570,5.95,-13,
3571,5.9517,-14,
3572,5.9533,-13,
3573,5.955,-13,
3574,5.9567,-13,
3575,5.9583,-13,
3576,5.96,-13,

