index,minute,mv
1337,2.2283,54,
1338,2.23,52,
1339,2.2317,52,
1340,2.2333,49,
1341,2.235,49,
1342,2.2367,46,
1343,2.2383,45,
1344,2.24,44,
1345,2.2417,44,
1346,2.2433,43,
1347,2.245,43,
1348,2.2467,41,
1349,2.2483,40,
1350,2.25,40,
1351,2.2517,39,
1352,2.2533,37,
1353,2.255,36,
1354,2.2567,35,
1355,2.2583,34,
1356,2.26,33,
1357,2.2617,33,
1358,2.2633,32,
1359,2.265,31,
1360,2.2667,30,
1361,2.2683,30,
1362,2.27,29,
1363,2.2717,28,
1364,2.2733,28,
1365,2.275,27,
1366,2.2767,27,
1367,2.2783,25,
1368,2.28,25,
1369,2.2817,24,
1370,2.2833,24,
1371,2.285,23,
1372,2.2867,22,
1373,2.2883,22,
1374,2.29,21,
1375,2.2917,20,
1376,2.2933,20,
1377,2.295,19,
1378,2.2967,19,
1379,2.2983,17,
1380,2.3,18,
1381,2.3017,16,
1382,2.3033,17,
1383,2.305,16,
1384,2.3067,15,
1385,2.3083,16,
1386,2.31,15,
1387,2.3117,15,
1388,2.3133,14,
1389,2.315,14,
1390,2.3167,13,
1391,2.3183,13,
1392,2.32,12,
1393,2.3217,12,
1394,2.3233,12,
1395,2.325,11,
1396,2.3267,11,
1397,2.3283,11,
1398,2.33,10,
1399,2.3317,9,
1400,2.3333,9,
1401,2.335,9,
1402,2.3367,9,
1403,2.3383,8,
1404,2.34,7,
1405,2.3417,7,
1406,2.3433,8,
1407,2.345,6,
1408,2.3467,7,
1409,2.3483,5,
1410,2.35,6,
1411,2.3517,5,
1412,2.3533,4,
1413,2.355,5,
1414,2.3567,3,
1415,2.3583,4,
1416,2.36,4,
1417,2.3617,3,
1418,2.3633,3,
1419,2.365,2,
1420,2.3667,3,
1421,2.3683,2,
1422,2.37,3,
1423,2.3717,2,
1424,2.3733,1,
1425,2.375,1,
1426,2.3767,0,
1427,2.3783,1,
1428,2.38,1,
1429,2.3817,1,
1430,2.3833,1,
1431,2.385,1,
1432,2.3867,1,
1433,2.3883,0,
1434,2.39,1,
1435,2.3917,0,
1436,2.3933,-1,
1437,2.395,0,
1438,2.3967,-1,
1439,2.3983,0,
1440,2.4,-1,
1441,2.4017,-1,
1442,2.4033,-1,
1443,2.405,-2,
1444,2.4067,-2,
1445,2.4083,-2,
1446,2.41,-2,
1447,2.4117,-2,
1448,2.4133,-2,
1449,2.415,-3,
1450,2.4167,-3,
1451,2.4183,-3,
1452,2.42,-3,
1453,2.4217,-3,
1454,2.4233,-3,
1455,2.425,-3,
1456,2.4267,-4,
1457,2.4283,-4,
1458,2.43,-3,
1459,2.4317,-4,
1460,2.4333,-4,
1461,2.435,-4,
1462,2.4367,-4,
1463,2.4383,-4,
1464,2.44,-4,
1465,2.4417,-4,
1466,2.4433,-5,
1467,2.445,-5,
1468,2.4467,-4,
1469,2.4483,-5,
1470,2.45,-5,
1471,2.4517,-5,
1472,2.4533,-5,
1473,2.455,-5,
1474,2.4567,-6,
1475,2.4583,-5,
1476,2.46,-6,
1477,2.4617,-6,
1478,2.4633,-6,
1479,2.465,-5,
1480,2.4667,-6,
1481,2.4683,-7,
1482,2.47,-6,
1483,2.4717,-7,
1484,2.4733,-6,
1485,2.475,-8,
1486,2.4767,-7,
1487,2.4783,-7,
1488,2.48,-7,
1489,2.4817,-8,
1490,2.4833,-7,
1491,2.485,-7,
1492,2.4867,-8,
1493,2.4883,-7,
1494,2.49,-7,
1495,2.4917,-8,
1496,2.4933,-7,
1497,2.495,-7,
1498,2.4967,-8,
1499,2.4983,-7,
1500,2.5,-8,
1501,2.5017,-7,
1502,2.5033,-8,
1503,2.505,-8,
1504,2.5067,-9,
1505,2.5083,-8,
1506,2.51,-9,
1507,2.5117,-8,
1508,2.5133,-9,
1509,2.515,-9,
1510,2.5167,-9,
1511,2.5183,-9,
1512,2.52,-9,
1513,2.5217,-8,
1514,2.5233,-9,
1515,2.525,-8,
1516,2.5267,-8,
1517,2.5283,-8,
1518,2.53,-8,
1519,2.5317,-6,
1520,2.5333,-6,
1521,2.535,-7,
1522,2.5367,-6,
1523,2.5383,-7,
1524,2.54,-6,
1525,2.5417,-7,
1526,2.5433,-7,
1527,2.545,-6,
1528,2.5467,-8,
1529,2.5483,-9,
1530,2.55,-9,
1531,2.5517,-10,
1532,2.5533,-10,
1533,2.555,-9,
1534,2.5567,-10,
1535,2.5583,-9,
1536,2.56,-10,
1537,2.5617,-10,
1538,2.5633,-9,
1539,2.565,-10,
1540,2.5667,-10,
1541,2.5683,-10,
1542,2.57,-10,
1543,2.5717,-11,
1544,2.5733,-10,
1545,2.575,-10,
1546,2.5767,-10,
1547,2.5783,-11,
1548,2.58,-10,
1549,2.5817,-10,
1550,2.5833,-11,
1551,2.585,-10,
1552,2.5867,-11,
1553,2.5883,-10,
1554,2.59,-10,
1555,2.5917,-11,
1556,2.5933,-10,
1557,2.595,-11,
1558,2.5967,-10,
1559,2.5983,-11,
1560,2.6,-10,
1561,2.6017,-11,
1562,2.6033,-10,
1563,2.605,-11,
1564,2.6067,-11,
1565,2.6083,-11,
1566,2.61,-11,
1567,2.6117,-10,
1568,2.6133,-11,
1569,2.615,-12,
1570,2.6167,-11,
1571,2.6183,-11,
1572,2.62,-11,
1573,2.6217,-11,
1574,2.6233,-11,
1575,2.625,-11,
1576,2.6267,-11,
1577,2.6283,-11,
1578,2.63,-11,
1579,2.6317,-11,
1580,2.6333,-11,
1581,2.635,-11,
1582,2.6367,-11,
1583,2.6383,-12,
1584,2.64,-11,
1585,2.6417,-12,
1586,2.6433,-11,
1587,2.645,-12,
1588,2.6467,-11,
1589,2.6483,-11,
1590,2.65,-12,
1591,2.6517,-11,
1592,2.6533,-12,
1593,2.655,-11,
1594,2.6567,-11,
1595,2.6583,-11,
1596,2.66,-11,
1597,2.6617,-12,
1598,2.6633,-12,
1599,2.665,-12,
1600,2.6667,-11,
1601,2.6683,-12,
1602,2.67,-11,
1603,2.6717,-12,
1604,2.6733,-12,
1605,2.675,-11,
1606,2.6767,-12,
1607,2.6783,-12,
1608,2.68,-12,
1609,2.6817,-12,
1610,2.6833,-11,
1611,2.685,-12,
1612,2.6867,-11,
1613,2.6883,-12,
1614,2.69,-11,
1615,2.6917,-12,
1616,2.6933,-12,
1617,2.695,-11,
1618,2.6967,-12,
1619,2.6983,-12,
1620,2.7,-11,
1621,2.7017,-12,
1622,2.7033,-12,
1623,2.705,-12,
1624,2.7067,-12,
1625,2.7083,-12,
1626,2.71,-12,
1627,2.7117,-12,
1628,2.7133,-12,
1629,2.715,-12,
1630,2.7167,-12,
1631,2.7183,-12,
1632,2.72,-12,
1633,2.7217,-12,
1634,2.7233,-13,
1635,2.725,-12,
1636,2.7267,-12,
1637,2.7283,-12,
1638,2.73,-13,
1639,2.7317,-11,
1640,2.7333,-13,
1641,2.735,-12,
1642,2.7367,-12,
1643,2.7383,-13,
1644,2.74,-12,
1645,2.7417,-12,
1646,2.7433,-13,
1647,2.745,-13,
1648,2.7467,-12,
1649,2.7483,-12,
1650,2.75,-13,
1651,2.7517,-12,
1652,2.7533,-12,
1653,2.755,-12,
1654,2.7567,-13,
1655,2.7583,-12,
1656,2.76,-13,
1657,2.7617,-12,
1658,2.7633,-12,
1659,2.765,-12,
1660,2.7667,-13,
1661,2.7683,-12,
1662,2.77,-12,
1663,2.7717,-13,
1664,2.7733,-12,
1665,2.775,-12,
1666,2.7767,-13,
1667,2.7783,-12,
1668,2.78,-13,
1669,2.7817,-13,
1670,2.7833,-12,
1671,2.785,-12,
1672,2.7867,-12,
1673,2.7883,-13,
1674,2.79,-13,
1675,2.7917,-12,
1676,2.7933,-13,
1677,2.795,-12,
1678,2.7967,-13,
1679,2.7983,-13,
1680,2.8,-12,
1681,2.8017,-13,
1682,2.8033,-12,
1683,2.805,-13,
1684,2.8067,-13,
1685,2.8083,-13,
1686,2.81,-13,
1687,2.8117,-12,
1688,2.8133,-13,
1689,2.815,-12,
1690,2.8167,-13,
1691,2.8183,-12,
1692,2.82,-13,
1693,2.8217,-13,
1694,2.8233,-13,
1695,2.825,-13,
1696,2.8267,-13,
1697,2.8283,-12,
1698,2.83,-13,
1699,2.8317,-12,
1700,2.8333,-14,
1701,2.835,-12,
1702,2.8367,-13,
1703,2.8383,-14,
1704,2.84,-13,
1705,2.8417,-12,
1706,2.8433,-13,
1707,2.845,-13,
1708,2.8467,-12,
1709,2.8483,-13,
1710,2.85,-14,
1711,2.8517,-12,
1712,2.8533,-14,
1713,2.855,-13,
1714,2.8567,-13,
1715,2.8583,-12,
1716,2.86,-13,
1717,2.8617,-13,
1718,2.8633,-13,
1719,2.865,-13,
1720,2.8667,-13,
1721,2.8683,-13,
1722,2.87,-12,
1723,2.8717,-13,
1724,2.8733,-13,
1725,2.875,-13,
1726,2.8767,-13,
1727,2.8783,-13,
1728,2.88,-14,
1729,2.8817,-13,
1730,2.8833,-13,
1731,2.885,-12,
1732,2.8867,-13,
1733,2.8883,-13,
1734,2.89,-13,
1735,2.8917,-13,
1736,2.8933,-13,
1737,2.895,-13,
1738,2.8967,-13,
1739,2.8983,-13,
1740,2.9,-13,
1741,2.9017,-14,
1742,2.9033,-13,
1743,2.905,-13,
1744,2.9067,-14,
1745,2.9083,-13,
1746,2.91,-14,
1747,2.9117,-13,
1748,2.9133,-13,
1749,2.915,-14,
1750,2.9167,-14,
1751,2.9183,-13,
1752,2.92,-13,
1753,2.9217,-14,
1754,2.9233,-13,
1755,2.925,-14,
1756,2.9267,-13,
1757,2.9283,-14,
1758,2.93,-13,
1759,2.9317,-14,
1760,2.9333,-13,
1761,2.935,-13,
1762,2.9367,-14,
1763,2.9383,-13,
1764,2.94,-14,
1765,2.9417,-13,
1766,2.9433,-14,
1767,2.945,-14,
1768,2.9467,-13,
1769,2.9483,-14,
1770,2.95,-14,
1771,2.9517,-13,
1772,2.9533,-14,
1773,2.955,-13,
1774,2.9567,-13,
1775,2.9583,-14,
1776,2.96,-13,
1777,2.9617,-14,
1778,2.9633,-13,
1779,2.965,-14,
1780,2.9667,-13,
1781,2.9683,-14,
1782,2.97,-13,
1783,2.9717,-13,
1784,2.9733,-14,
1785,2.975,-13,
1786,2.9767,-14,
1787,2.9783,-13,
1788,2.98,-14,
1789,2.9817,-14,
1790,2.9833,-13,
1791,2.985,-14,
1792,2.9867,-13,
1793,2.9883,-14,
1794,2.99,-13,
1795,2.9917,-13,
1796,2.9933,-14,
1797,2.995,-13,
1798,2.9967,-14,
1799,2.9983,-14,
1800,3,-13,
1801,3.0017,-14,
1802,3.0033,-13,
1803,3.005,-14,
1804,3.0067,-14,
1805,3.0083,-13,
1806,3.01,-14,
1807,3.0117,-13,
1808,3.0133,-14,
1809,3.015,-13,
1810,3.0167,-14,
1811,3.0183,-14,
1812,3.02,-14,
1813,3.0217,-13,
1814,3.0233,-14,
1815,3.025,-14,
1816,3.0267,-14,
1817,3.0283,-13,
1818,3.03,-14,
1819,3.0317,-14,
1820,3.0333,-13,
1821,3.035,-14,
1822,3.0367,-14,
1823,3.0383,-13,
1824,3.04,-14,
1825,3.0417,-14,
1826,3.0433,-14,
1827,3.045,-14,
1828,3.0467,-13,
1829,3.0483,-14,
1830,3.05,-14,
1831,3.0517,-14,
1832,3.0533,-13,
1833,3.055,-14,
1834,3.0567,-14,
1835,3.0583,-13,
1836,3.06,-14,
1837,3.0617,-14,
1838,3.0633,-14,
1839,3.065,-13,
1840,3.0667,-14,
1841,3.0683,-14,
1842,3.07,-13,
1843,3.0717,-14,
1844,3.0733,-13,
1845,3.075,-14,
1846,3.0767,-14,
1847,3.0783,-13,
1848,3.08,-14,
1849,3.0817,-14,
1850,3.0833,-14,
1851,3.085,-14,
1852,3.0867,-14,
1853,3.0883,-13,
1854,3.09,-14,
1855,3.0917,-14,
1856,3.0933,-13,
1857,3.095,-14,
1858,3.0967,-14,
1859,3.0983,-13,
1860,3.1,-14,
1861,3.1017,-14,
1862,3.1033,-14,
1863,3.105,-14,
1864,3.1067,-14,
1865,3.1083,-13,
1866,3.11,-14,
1867,3.1117,-14,
1868,3.1133,-14,
1869,3.115,-14,
1870,3.1167,-14,
1871,3.1183,-13,
1872,3.12,-14,
1873,3.1217,-14,
1874,3.1233,-14,
1875,3.125,-14,
1876,3.1267,-14,
1877,3.1283,-14,
1878,3.13,-14,
1879,3.1317,-14,
1880,3.1333,-14,
1881,3.135,-14,
1882,3.1367,-14,
1883,3.1383,-14,
1884,3.14,-14,
1885,3.1417,-14,
1886,3.1433,-14,
1887,3.145,-14,
1888,3.1467,-14,
1889,3.1483,-14,
1890,3.15,-14,
1891,3.1517,-14,
1892,3.1533,-13,
1893,3.155,-14,
1894,3.1567,-14,
1895,3.1583,-14,
1896,3.16,-14,
1897,3.1617,-14,
1898,3.1633,-13,
1899,3.165,-14,
1900,3.1667,-14,
1901,3.1683,-14,
1902,3.17,-14,
1903,3.1717,-13,
1904,3.1733,-15,
1905,3.175,-14,
1906,3.1767,-14,
1907,3.1783,-14,
1908,3.18,-14,
1909,3.1817,-14,
1910,3.1833,-13,
1911,3.185,-14,
1912,3.1867,-14,
1913,3.1883,-14,
1914,3.19,-14,
1915,3.1917,-14,
1916,3.1933,-14,
1917,3.195,-14,
1918,3.1967,-14,
1919,3.1983,-14,
1920,3.2,-14,
1921,3.2017,-14,
1922,3.2033,-14,
1923,3.205,-14,
1924,3.2067,-13,
1925,3.2083,-14,
1926,3.21,-14,
1927,3.2117,-14,
1928,3.2133,-14,
1929,3.215,-14,
1930,3.2167,-14,
1931,3.2183,-13,
1932,3.22,-15,
1933,3.2217,-14,
1934,3.2233,-14,
1935,3.225,-14,
1936,3.2267,-14,
1937,3.2283,-13,
1938,3.23,-14,
1939,3.2317,-14,
1940,3.2333,-14,
1941,3.235,-14,
1942,3.2367,-14,
1943,3.2383,-14,
1944,3.24,-14,
1945,3.2417,-14,
1946,3.2433,-14,
1947,3.245,-14,
1948,3.2467,-15,
1949,3.2483,-13,
1950,3.25,-14,
1951,3.2517,-14,
1952,3.2533,-14,
1953,3.255,-15,
1954,3.2567,-14,
1955,3.2583,-13,
1956,3.26,-14,
1957,3.2617,-14,
1958,3.2633,-14,
1959,3.265,-14,
1960,3.2667,-14,
1961,3.2683,-14,
1962,3.27,-14,
1963,3.2717,-14,
1964,3.2733,-15,
1965,3.275,-14,
1966,3.2767,-14,
1967,3.2783,-14,
1968,3.28,-15,
1969,3.2817,-14,
1970,3.2833,-14,
1971,3.285,-14,
1972,3.2867,-13,
1973,3.2883,-14,
1974,3.29,-14,
1975,3.2917,-14,
1976,3.2933,-14,
1977,3.295,-14,
1978,3.2967,-15,
1979,3.2983,-14,
1980,3.3,-14,
1981,3.3017,-14,
1982,3.3033,-15,
1983,3.305,-14,
1984,3.3067,-14,
1985,3.3083,-14,
1986,3.31,-15,
1987,3.3117,-14,
1988,3.3133,-14,
1989,3.315,-14,
1990,3.3167,-15,
1991,3.3183,-13,
1992,3.32,-15,
1993,3.3217,-14,
1994,3.3233,-14,
1995,3.325,-14,
1996,3.3267,-13,
1997,3.3283,-15,
1998,3.33,-14,
1999,3.3317,-14,
2000,3.3333,-14,
2001,3.335,-14,
2002,3.3367,-14,
2003,3.3383,-14,
2004,3.34,-15,
2005,3.3417,-14,
2006,3.3433,-14,
2007,3.345,-14,
2008,3.3467,-15,
2009,3.3483,-14,
2010,3.35,-14,
2011,3.3517,-14,
2012,3.3533,-14,
2013,3.355,-15,
2014,3.3567,-14,
2015,3.3583,-14,
2016,3.36,-14,
2017,3.3617,-14,
2018,3.3633,-14,
2019,3.365,-14,
2020,3.3667,-15,
2021,3.3683,-14,
2022,3.37,-14,
2023,3.3717,-14,
2024,3.3733,-15,
2025,3.375,-14,
2026,3.3767,-14,
2027,3.3783,-14,
2028,3.38,-14,
2029,3.3817,-15,
2030,3.3833,-14,
2031,3.385,-14,
2032,3.3867,-14,
2033,3.3883,-14,
2034,3.39,-14,
2035,3.3917,-15,
2036,3.3933,-14,
2037,3.395,-14,
2038,3.3967,-14,
2039,3.3983,-15,
2040,3.4,-14,
2041,3.4017,-14,
2042,3.4033,-14,
2043,3.405,-14,
2044,3.4067,-14,
2045,3.4083,-15,
2046,3.41,-14,
2047,3.4117,-14,
2048,3.4133,-14,
2049,3.415,-14,
2050,3.4167,-14,
2051,3.4183,-14,
2052,3.42,-14,
2053,3.4217,-14,
2054,3.4233,-14,
2055,3.425,-14,
2056,3.4267,-15,
2057,3.4283,-14,
2058,3.43,-15,
2059,3.4317,-14,
2060,3.4333,-14,
2061,3.435,-14,
2062,3.4367,-14,
2063,3.4383,-15,
2064,3.44,-14,
2065,3.4417,-14,
2066,3.4433,-14,
2067,3.445,-14,
2068,3.4467,-14,
2069,3.4483,-14,
2070,3.45,-14,
2071,3.4517,-14,
2072,3.4533,-14,
2073,3.455,-14,
2074,3.4567,-13,
2075,3.4583,-14,
2076,3.46,-14,
2077,3.4617,-13,
2078,3.4633,-14,
2079,3.465,-14,
2080,3.4667,-14,
2081,3.4683,-13,
2082,3.47,-14,
2083,3.4717,-13,
2084,3.4733,-14,
2085,3.475,-14,
2086,3.4767,-13,
2087,3.4783,-13,
2088,3.48,-13,
2089,3.4817,-14,
2090,3.4833,-13,
2091,3.485,-13,
2092,3.4867,-13,
2093,3.4883,-13,
2094,3.49,-13,
2095,3.4917,-12,
2096,3.4933,-13,
2097,3.495,-12,
2098,3.4967,-13,
2099,3.4983,-12,
2100,3.5,-12,
2101,3.5017,-12,
2102,3.5033,-12,
2103,3.505,-12,
2104,3.5067,-11,
2105,3.5083,-12,
2106,3.51,-10,
2107,3.5117,-11,
2108,3.5133,-11,
2109,3.515,-10,
2110,3.5167,-10,
2111,3.5183,-10,
2112,3.52,-10,
2113,3.5217,-9,
2114,3.5233,-9,
2115,3.525,-9,
2116,3.5267,-9,
2117,3.5283,-9,
2118,3.53,-8,
2119,3.5317,-7,
2120,3.5333,-7,
2121,3.535,-7,
2122,3.5367,-6,
2123,3.5383,-6,
2124,3.54,-6,
2125,3.5417,-5,
2126,3.5433,-4,
2127,3.545,-5,
2128,3.5467,-3,
2129,3.5483,-3,
2130,3.55,-3,
2131,3.5517,-2,
2132,3.5533,0,
2133,3.555,-1,
2134,3.5567,1,
2135,3.5583,2,
2136,3.56,2,
2137,3.5617,3,
2138,3.5633,5,
2139,3.565,5,
2140,3.5667,6,
2141,3.5683,8,
2142,3.57,8,
2143,3.5717,10,
2144,3.5733,11,
2145,3.575,12,
2146,3.5767,13,
2147,3.5783,15,
2148,3.58,16,
2149,3.5817,17,
2150,3.5833,18,
2151,3.585,20,
2152,3.5867,22,
2153,3.5883,24,
2154,3.59,25,
2155,3.5917,27,
2156,3.5933,29,
2157,3.595,32,
2158,3.5967,33,
2159,3.5983,35,
2160,3.6,37,
2161,3.6017,40,
2162,3.6033,43,
2163,3.605,45,
2164,3.6067,47,
2165,3.6083,51,
2166,3.61,53,
2167,3.6117,56,
2168,3.6133,58,
2169,3.615,62,
2170,3.6167,64,
2171,3.6183,68,
2172,3.62,71,
2173,3.6217,74,
2174,3.6233,78,
2175,3.625,82,
2176,3.6267,85,
2177,3.6283,90,
2178,3.63,94,
2179,3.6317,98,
2180,3.6333,102,
2181,3.635,106,
2182,3.6367,111,
2183,3.6383,116,
2184,3.64,120,
2185,3.6417,126,
2186,3.6433,130,
2187,3.645,135,
2188,3.6467,141,
2189,3.6483,146,
2190,3.65,152,
2191,3.6517,158,
2192,3.6533,164,
2193,3.655,170,
2194,3.6567,175,
2195,3.6583,182,
2196,3.66,189,
2197,3.6617,195,
2198,3.6633,201,
2199,3.665,210,
2200,3.6667,216,
2201,3.6683,224,
2202,3.67,231,
2203,3.6717,238,
2204,3.6733,247,
2205,3.675,254,
2206,3.6767,263,
2207,3.6783,270,
2208,3.68,279,
2209,3.6817,287,
2210,3.6833,296,
2211,3.685,305,
2212,3.6867,314,
2213,3.6883,323,
2214,3.69,332,
2215,3.6917,342,
2216,3.6933,352,
2217,3.695,361,
2218,3.6967,371,
2219,3.6983,381,
2220,3.7,391,
2221,3.7017,402,
2222,3.7033,412,
2223,3.705,423,
2224,3.7067,433,
2225,3.7083,444,
2226,3.71,455,
2227,3.7117,467,
2228,3.7133,477,
2229,3.715,488,
2230,3.7167,500,
2231,3.7183,511,
2232,3.72,523,
2233,3.7217,534,
2234,3.7233,547,
2235,3.725,558,
2236,3.7267,571,
2237,3.7283,582,
2238,3.73,595,
2239,3.7317,606,
2240,3.7333,619,
2241,3.735,631,
2242,3.7367,644,
2243,3.7383,655,
2244,3.74,669,
2245,3.7417,680,
2246,3.7433,694,
2247,3.745,706,
2248,3.7467,719,
2249,3.7483,731,
2250,3.75,744,
2251,3.7517,757,
2252,3.7533,769,
2253,3.755,782,
2254,3.7567,794,
2255,3.7583,808,
2256,3.76,819,
2257,3.7617,831,
2258,3.7633,844,
2259,3.765,857,
2260,3.7667,868,
2261,3.7683,880,
2262,3.77,893,
2263,3.7717,905,
2264,3.7733,916,
2265,3.775,929,
2266,3.7767,941,
2267,3.7783,952,
2268,3.78,963,
2269,3.7817,975,
2270,3.7833,986,
2271,3.785,997,
2272,3.7867,1009,
2273,3.7883,1021,
2274,3.79,1031,
2275,3.7917,1041,
2276,3.7933,1053,
2277,3.795,1062,
2278,3.7967,1072,
2279,3.7983,1082,
2280,3.8,1092,
2281,3.8017,1102,
2282,3.8033,1111,
2283,3.805,1120,
2284,3.8067,1130,
2285,3.8083,1138,
2286,3.81,1146,
2287,3.8117,1154,
2288,3.8133,1163,
2289,3.815,1170,
2290,3.8167,1179,
2291,3.8183,1185,
2292,3.82,1193,
2293,3.8217,1200,
2294,3.8233,1207,
2295,3.825,1212,
2296,3.8267,1220,
2297,3.8283,1224,
2298,3.83,1231,
2299,3.8317,1236,
2300,3.8333,1241,
2301,3.835,1246,
2302,3.8367,1251,
2303,3.8383,1255,
2304,3.84,1258,
2305,3.8417,1263,
2306,3.8433,1267,
2307,3.845,1269,
2308,3.8467,1272,
2309,3.8483,1275,
2310,3.85,1278,
2311,3.8517,1280,
2312,3.8533,1282,
2313,3.855,1283,
2314,3.8567,1285,
2315,3.8583,1285,
2316,3.86,1287,
2317,3.8617,1287,
2318,3.8633,1288,
2319,3.865,1287,
2320,3.8667,1287,
2321,3.8683,1287,
2322,3.87,1285,
2323,3.8717,1284,
2324,3.8733,1282,
2325,3.875,1282,
2326,3.8767,1279,
2327,3.8783,1278,
2328,3.88,1275,
2329,3.8817,1272,
2330,3.8833,1269,
2331,3.885,1266,
2332,3.8867,1262,
2333,3.8883,1259,
2334,3.89,1255,
2335,3.8917,1251,
2336,3.8933,1247,
2337,3.895,1241,
2338,3.8967,1238,
2339,3.8983,1232,
2340,3.9,1227,
2341,3.9017,1222,
2342,3.9033,1216,
2343,3.905,1211,
2344,3.9067,1205,
2345,3.9083,1198,
2346,3.91,1193,
2347,3.9117,1186,
2348,3.9133,1178,
2349,3.915,1172,
2350,3.9167,1166,
2351,3.9183,1158,
2352,3.92,1151,
2353,3.9217,1143,
2354,3.9233,1135,
2355,3.925,1128,
2356,3.9267,1121,
2357,3.9283,1112,
2358,3.93,1104,
2359,3.9317,1095,
2360,3.9333,1087,
2361,3.935,1078,
2362,3.9367,1070,
2363,3.9383,1062,
2364,3.94,1052,
2365,3.9417,1043,
2366,3.9433,1034,
2367,3.945,1025,
2368,3.9467,1016,
2369,3.9483,1007,
2370,3.95,998,
2371,3.9517,989,
2372,3.9533,979,
2373,3.955,970,
2374,3.9567,961,
2375,3.9583,952,
2376,3.96,941,
2377,3.9617,932,
2378,3.9633,923,
2379,3.965,912,
2380,3.9667,904,
2381,3.9683,893,
2382,3.97,884,
2383,3.9717,875,
2384,3.9733,864,
2385,3.975,855,
2386,3.9767,845,
2387,3.9783,835,
2388,3.98,826,
2389,3.9817,815,
2390,3.9833,806,
2391,3.985,796,
2392,3.9867,786,
2393,3.9883,777,
2394,3.99,767,
2395,3.9917,758,
2396,3.9933,748,
2397,3.995,739,
2398,3.9967,728,
2399,3.9983,720,
2400,4,710,
2401,4.0017,702,
2402,4.0033,692,
2403,4.005,683,
2404,4.0067,674,
2405,4.0083,665,
2406,4.01,656,
2407,4.0117,648,
2408,4.0133,638,
2409,4.015,630,
2410,4.0167,620,
2411,4.0183,613,
2412,4.02,603,
2413,4.0217,595,
2414,4.0233,587,
2415,4.025,578,
2416,4.0267,569,
2417,4.0283,561,
2418,4.03,553,
2419,4.0317,545,
2420,4.0333,535,
2421,4.035,528,
2422,4.0367,520,
2423,4.0383,513,
2424,4.04,504,
2425,4.0417,497,
2426,4.0433,489,
2427,4.045,483,
2428,4.0467,475,
2429,4.0483,468,
2430,4.05,460,
2431,4.0517,453,
2432,4.0533,446,
2433,4.055,440,
2434,4.0567,432,
2435,4.0583,425,
2436,4.06,418,
2437,4.0617,412,
2438,4.0633,405,
2439,4.065,398,
2440,4.0667,392,
2441,4.0683,387,
2442,4.07,380,
2443,4.0717,374,
2444,4.0733,368,
2445,4.075,361,
2446,4.0767,356,
2447,4.0783,350,
2448,4.08,343,
2449,4.0817,339,
2450,4.0833,333,
2451,4.085,327,
2452,4.0867,321,
2453,4.0883,317,
2454,4.09,311,
2455,4.0917,306,
2456,4.0933,301,
2457,4.095,296,
2458,4.0967,291,
2459,4.0983,286,
2460,4.1,281,
2461,4.1017,276,
2462,4.1033,272,
2463,4.105,267,
2464,4.1067,262,
2465,4.1083,259,
2466,4.11,254,
2467,4.1117,250,
2468,4.1133,245,
2469,4.115,242,
2470,4.1167,237,
2471,4.1183,233,
2472,4.12,229,
2473,4.1217,224,
2474,4.1233,221,
2475,4.125,217,
2476,4.1267,214,
2477,4.1283,211,
2478,4.13,206,
2479,4.1317,203,
2480,4.1333,200,
2481,4.135,195,
2482,4.1367,193,
2483,4.1383,189,
2484,4.14,185,
2485,4.1417,183,
2486,4.1433,180,
2487,4.145,176,
2488,4.1467,174,
2489,4.1483,170,
2490,4.15,167,
2491,4.1517,165,
2492,4.1533,162,
2493,4.155,159,
2494,4.1567,156,
2495,4.1583,154,
2496,4.16,152,
2497,4.1617,148,
2498,4.1633,146,
2499,4.165,143,
2500,4.1667,141,
2501,4.1683,137,
2502,4.17,136,
2503,4.1717,134,
2504,4.1733,131,
2505,4.175,129,
2506,4.1767,127,
2507,4.1783,124,
2508,4.18,122,
2509,4.1817,120,
2510,4.1833,118,
2511,4.185,117,
2512,4.1867,114,
2513,4.1883,112,
2514,4.19,110,
2515,4.1917,109,
2516,4.1933,107,
2517,4.195,105,
2518,4.1967,102,
2519,4.1983,101,
2520,4.2,99,
2521,4.2017,97,
2522,4.2033,96,
2523,4.205,93,
2524,4.2067,92,
2525,4.2083,91,
2526,4.21,90,
2527,4.2117,88,
2528,4.2133,86,
2529,4.215,84,
2530,4.2167,84,
2531,4.2183,81,
2532,4.22,80,
2533,4.2217,79,
2534,4.2233,77,
2535,4.225,76,
2536,4.2267,75,
2537,4.2283,74,
2538,4.23,73,
2539,4.2317,71,
2540,4.2333,70,
2541,4.235,69,
2542,4.2367,67,
2543,4.2383,66,
2544,4.24,64,
2545,4.2417,64,
2546,4.2433,63,
2547,4.245,62,
2548,4.2467,61,
2549,4.2483,60,
2550,4.25,58,
2551,4.2517,58,
2552,4.2533,55,
2553,4.255,56,
2554,4.2567,53,
2555,4.2583,54,
2556,4.26,52,
2557,4.2617,51,
2558,4.2633,50,
2559,4.265,49,
2560,4.2667,49,
2561,4.2683,48,
2562,4.27,48,
2563,4.2717,46,
2564,4.2733,46,
2565,4.275,45,
2566,4.2767,43,
2567,4.2783,44,
2568,4.28,42,
2569,4.2817,41,
2570,4.2833,41,
2571,4.285,40,
2572,4.2867,39,
2573,4.2883,38,
