index,minute,mv
286,0.4766667,-5000,
287,0.4783333,-5000,
288,0.48,-5000,
289,0.4816667,-5000,
290,0.4833333,-5000,
291,0.485,-5000,
292,0.4866667,-5000,
293,0.4883333,-5000,
294,0.49,-5000,
295,0.4916667,-5000,
296,0.4933333,-5000,
297,0.495,-5000,
298,0.4966667,-5000,
299,0.4983333,-5000,
300,0.5,-5000,
301,0.5016667,-5000,
302,0.5033333,-5000,
303,0.505,-5000,
304,0.5066667,-5000,
305,0.5083333,-5000,
306,0.51,-5000,
307,0.5116667,-5000,
308,0.5133333,-5000,
309,0.515,-5000,
310,0.5166667,-5000,
311,0.5183333,-5000,
312,0.52,-5000,
313,0.5216666,-5000,
314,0.5233333,-5000,
315,0.525,-5000,
316,0.5266666,-5000,
317,0.5283333,-5000,
318,0.53,-5000,
319,0.5316667,-5000,
320,0.5333334,-5000,
321,0.535,-5000,
322,0.5366667,-5000,
323,0.5383334,-5000,
324,0.54,-5000,
325,0.5416667,-5000,
326,0.5433334,-5000,
327,0.545,-5000,
328,0.5466667,-5000,
329,0.5483333,-5000,
330,0.55,-5000,
331,0.5516667,-5000,
332,0.5533333,-5000,
333,0.555,-5000,
334,0.5566667,-5000,
335,0.5583333,-5000,
336,0.56,-5000,
337,0.5616667,-5000,
338,0.5633333,-5000,
339,0.565,-5000,
340,0.5666667,-5000,
341,0.5683333,-5000,
342,0.57,-5000,
343,0.5716667,-5000,
344,0.5733333,-5000,
345,0.575,-5000,
346,0.5766667,-5000,
347,0.5783333,-5000,
348,0.58,-5000,
349,0.5816666,-5000,
350,0.5833333,-5000,
351,0.585,-5000,
352,0.5866666,-5000,
353,0.5883333,-5000,
354,0.59,-5000,
355,0.5916666,-5000,
356,0.5933333,-5000,
357,0.595,-5000,
358,0.5966667,-5000,
359,0.5983334,-5000,
360,0.6,-5000,
361,0.6016667,-5000,
362,0.6033334,-5000,
363,0.605,-5000,
364,0.6066667,-5000,
365,0.6083333,-5000,
366,0.61,-5000,
367,0.6116667,-5000,
368,0.6133333,-5000,
369,0.615,-5000,
370,0.6166667,-5000,
371,0.6183333,-5000,
372,0.62,-5000,
373,0.6216667,-5000,
374,0.6233333,-5000,
375,0.625,-5000,
376,0.6266667,-5000,
377,0.6283333,-5000,
378,0.63,-5000,
379,0.6316667,-5000,
380,0.6333333,-5000,
381,0.635,-5000,
382,0.6366667,-5000,
383,0.6383333,-5000,
384,0.64,-5000,
385,0.6416667,-5000,
386,0.6433333,-5000,
387,0.645,-5000,
388,0.6466666,-5000,
389,0.6483333,-5000,
390,0.65,-5000,
391,0.6516666,-5000,
392,0.6533333,-5000,
393,0.655,-5000,
394,0.6566667,-5000,
395,0.6583334,-5000,
396,0.66,-5000,
397,0.6616667,-5000,
398,0.6633334,-5000,
399,0.665,-5000,
400,0.6666667,-5000,
401,0.6683334,-5000,
402,0.67,-5000,
403,0.6716667,-5000,
404,0.6733333,-5000,
405,0.675,-5000,
406,0.6766667,-5000,
407,0.6783333,-5000,
408,0.68,-5000,
409,0.6816667,-5000,
410,0.6833333,-5000,
411,0.685,-5000,
412,0.6866667,-5000,
413,0.6883333,-5000,
414,0.69,-5000,
415,0.6916667,-5000,
416,0.6933333,-5000,
417,0.695,-5000,
418,0.6966667,-5000,
419,0.6983333,-5000,
420,0.7,-5000,
421,0.7016667,-5000,
422,0.7033333,-5000,
423,0.705,-5000,
424,0.7066666,-5000,
425,0.7083333,-5000,
426,0.71,-5000,
427,0.7116666,-5000,
428,0.7133333,-5000,
429,0.715,-5000,
430,0.7166666,-5000,
431,0.7183333,-5000,
432,0.72,-5000,
433,0.7216667,-5000,
434,0.7233334,-5000,
435,0.725,-5000,
436,0.7266667,-5000,
437,0.7283334,-5000,
438,0.73,-5000,
439,0.7316667,-5000,
440,0.7333333,-5000,
441,0.735,-5000,
442,0.7366667,-5000,
443,0.7383333,-5000,
444,0.74,-5000,
445,0.7416667,-5000,
446,0.7433333,-5000,
447,0.745,-5000,
448,0.7466667,-5000,
449,0.7483333,-5000,
450,0.75,-5000,
451,0.7516667,-5000,
452,0.7533333,-5000,
453,0.755,-5000,
454,0.7566667,-5000,
455,0.7583333,-5000,
456,0.76,-5000,
457,0.7616667,-5000,
458,0.7633333,-5000,
459,0.765,-5000,
460,0.7666667,-5000,
461,0.7683333,-5000,
462,0.77,-5000,
463,0.7716666,-5000,
464,0.7733333,-5000,
465,0.775,-5000,
466,0.7766666,-5000,
467,0.7783333,-5000,
468,0.78,-5000,
469,0.7816667,-5000,
470,0.7833334,-5000,
471,0.785,-5000,
472,0.7866667,-5000,
473,0.7883334,-5000,
474,0.79,-5000,
475,0.7916667,-5000,
476,0.7933334,-5000,
477,0.795,-5000,
478,0.7966667,-5000,
479,0.7983333,-5000,
480,0.8,-5000,
481,0.8016667,-5000,
482,0.8033333,-5000,
483,0.805,-5000,
484,0.8066667,-5000,
485,0.8083333,-5000,
486,0.81,-5000,
487,0.8116667,-5000,
488,0.8133333,-5000,
489,0.815,-5000,
490,0.8166667,-5000,
491,0.8183333,-5000,
492,0.82,-5000,
493,0.8216667,-5000,
494,0.8233333,-5000,
495,0.825,-5000,
496,0.8266667,-5000,
497,0.8283333,-5000,
498,0.83,-5000,
499,0.8316666,-5000,
500,0.8333333,-5000,
501,0.835,-5000,
502,0.8366666,-5000,
503,0.8383333,-5000,
504,0.84,-5000,
505,0.8416666,-5000,
506,0.8433333,-5000,
507,0.845,-5000,
508,0.8466667,-5000,
509,0.8483334,-5000,
510,0.85,-5000,
511,0.8516667,-5000,
512,0.8533334,-5000,
513,0.855,-5000,
514,0.8566667,-5000,
515,0.8583333,-5000,
516,0.86,-5000,
517,0.8616667,-5000,
518,0.8633333,-5000,
519,0.865,-5000,
520,0.8666667,-5000,
521,0.8683333,-5000,
522,0.87,-5000,
523,0.8716667,-5000,
524,0.8733333,-5000,
525,0.875,-5000,
526,0.8766667,-5000,
527,0.8783333,-5000,
528,0.88,-5000,
529,0.8816667,-5000,
530,0.8833333,-5000,
531,0.885,-5000,
532,0.8866667,-5000,
533,0.8883333,-5000,
534,0.89,-5000,
535,0.8916667,-5000,
536,0.8933333,-5000,
537,0.895,-5000,
538,0.8966666,-5000,
539,0.8983333,-5000,
540,0.9,-5000,
541,0.9016666,-5000,

